"FILEID","STUSAB","SUMLEV","LOGRECNO","REGION","DIVISION","STATE","COUNTY","TRACT","BLOCK","P0050001","P0050002","P0050003","P0050004","P0050005","P0050006","P0050007","P0050008","P0050009","P0050010","P0050011","P0050012","P0050013","P0050014","P0050015","P0050016","P0050017"
"SF1ST","OH","101",113895,"2","3","39","049","004500","1006",36,34,27,5,1,0,0,0,1,2,2,0,0,0,0,0,0
"SF1ST","OH","101",113896,"2","3","39","049","004500","1007",15,15,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113897,"2","3","39","049","004500","1008",102,102,90,9,0,3,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113898,"2","3","39","049","004500","1009",67,61,48,11,0,0,0,0,2,6,6,0,0,0,0,0,0
"SF1ST","OH","101",113899,"2","3","39","049","004500","1010",123,123,84,30,1,0,0,1,7,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113900,"2","3","39","049","004500","1011",118,117,103,7,0,0,0,1,6,1,1,0,0,0,0,0,0
"SF1ST","OH","101",113901,"2","3","39","049","004500","1012",133,125,114,3,0,0,0,0,8,8,4,0,0,0,0,4,0
"SF1ST","OH","101",113902,"2","3","39","049","004500","1013",36,36,29,3,0,0,0,0,4,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113903,"2","3","39","049","004500","1014",54,42,37,2,0,2,0,0,1,12,2,2,0,0,0,8,0
"SF1ST","OH","101",113904,"2","3","39","049","004500","1015",82,81,59,17,0,2,0,0,3,1,0,0,0,0,0,0,1
"SF1ST","OH","101",113906,"2","3","39","049","004500","2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113907,"2","3","39","049","004500","2001",200,195,89,100,2,0,0,1,3,5,3,2,0,0,0,0,0
"SF1ST","OH","101",113908,"2","3","39","049","004500","2002",53,53,47,4,0,1,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113909,"2","3","39","049","004500","2003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113910,"2","3","39","049","004500","2004",43,43,30,12,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113911,"2","3","39","049","004500","2005",32,32,21,3,0,1,0,0,7,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113912,"2","3","39","049","004500","2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113913,"2","3","39","049","004500","2007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113914,"2","3","39","049","004500","2008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113915,"2","3","39","049","004500","2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113916,"2","3","39","049","004500","2010",67,64,36,18,0,0,0,0,10,3,0,0,0,0,0,3,0
"SF1ST","OH","101",113917,"2","3","39","049","004500","2011",52,48,36,2,0,0,0,0,10,4,0,0,0,0,0,1,3
"SF1ST","OH","101",113918,"2","3","39","049","004500","2012",50,50,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113919,"2","3","39","049","004500","2013",40,39,33,6,0,0,0,0,0,1,1,0,0,0,0,0,0
"SF1ST","OH","101",113920,"2","3","39","049","004500","2014",42,39,22,9,0,0,0,0,8,3,3,0,0,0,0,0,0
"SF1ST","OH","101",113921,"2","3","39","049","004500","2015",62,50,42,7,0,0,0,1,0,12,0,0,0,0,0,12,0
"SF1ST","OH","101",113922,"2","3","39","049","004500","2016",52,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113923,"2","3","39","049","004500","2017",139,129,92,30,0,1,0,0,6,10,3,0,0,0,0,6,1
"SF1ST","OH","101",113924,"2","3","39","049","004500","2018",40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113926,"2","3","39","049","004500","3000",82,80,65,11,0,2,0,0,2,2,2,0,0,0,0,0,0
"SF1ST","OH","101",113927,"2","3","39","049","004500","3001",51,48,39,6,0,0,0,0,3,3,1,2,0,0,0,0,0
"SF1ST","OH","101",113928,"2","3","39","049","004500","3002",83,68,52,13,0,0,0,0,3,15,0,2,1,0,0,10,2
"SF1ST","OH","101",113929,"2","3","39","049","004500","3003",153,143,119,10,0,7,0,0,7,10,1,0,0,1,0,8,0
"SF1ST","OH","101",113930,"2","3","39","049","004500","3004",31,30,23,0,1,3,0,0,3,1,0,0,0,0,0,1,0
"SF1ST","OH","101",113931,"2","3","39","049","004500","3005",51,51,46,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113932,"2","3","39","049","004500","3006",93,88,57,11,0,1,0,8,11,5,2,0,0,0,0,3,0
"SF1ST","OH","101",113933,"2","3","39","049","004500","3007",90,84,67,15,0,0,0,0,2,6,6,0,0,0,0,0,0
"SF1ST","OH","101",113934,"2","3","39","049","004500","3008",92,92,69,7,0,0,0,0,16,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113935,"2","3","39","049","004500","3009",30,30,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113937,"2","3","39","049","004500","4000",177,167,141,20,0,0,0,5,1,10,7,0,0,0,0,3,0
"SF1ST","OH","101",113938,"2","3","39","049","004500","4001",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113939,"2","3","39","049","004500","4002",66,63,58,2,0,1,0,1,1,3,0,0,0,0,0,3,0
"SF1ST","OH","101",113940,"2","3","39","049","004500","4003",50,50,41,4,1,0,0,0,4,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113941,"2","3","39","049","004500","4004",110,96,72,23,0,0,0,0,1,14,3,4,0,0,0,1,6
"SF1ST","OH","101",113942,"2","3","39","049","004500","4005",112,108,78,13,2,5,0,0,10,4,0,4,0,0,0,0,0
"SF1ST","OH","101",113943,"2","3","39","049","004500","4006",54,54,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113944,"2","3","39","049","004500","4007",114,109,89,16,1,0,0,0,3,5,5,0,0,0,0,0,0
"SF1ST","OH","101",113945,"2","3","39","049","004500","4008",93,88,66,7,0,7,0,0,8,5,0,0,5,0,0,0,0
"SF1ST","OH","101",113946,"2","3","39","049","004500","4009",74,74,54,19,1,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113948,"2","3","39","049","004500","5000",31,31,23,5,0,0,0,0,3,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113949,"2","3","39","049","004500","5002",97,86,75,7,2,0,0,0,2,11,3,0,4,0,0,0,4
"SF1ST","OH","101",113950,"2","3","39","049","004500","5003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113951,"2","3","39","049","004500","5004",94,93,83,7,0,0,0,0,3,1,0,0,0,0,0,1,0
"SF1ST","OH","101",113952,"2","3","39","049","004500","5005",86,85,63,16,0,0,0,0,6,1,1,0,0,0,0,0,0
"SF1ST","OH","101",113953,"2","3","39","049","004500","5006",80,77,65,12,0,0,0,0,0,3,1,0,0,0,0,0,2
"SF1ST","OH","101",113954,"2","3","39","049","004500","5007",101,96,82,8,0,0,0,0,6,5,0,0,0,0,0,0,5
"SF1ST","OH","101",113955,"2","3","39","049","004500","5008",72,70,61,4,1,0,0,0,4,2,0,0,0,0,0,0,2
"SF1ST","OH","101",113956,"2","3","39","049","004500","5009",72,72,62,9,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113957,"2","3","39","049","004500","5010",76,73,68,4,0,0,0,0,1,3,2,0,0,0,0,1,0
"SF1ST","OH","101",113958,"2","3","39","049","004500","5011",54,51,45,4,1,0,0,0,1,3,0,0,0,0,0,3,0
"SF1ST","OH","101",113959,"2","3","39","049","004500","5012",137,137,118,15,1,2,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113960,"2","3","39","049","004500","5013",70,63,52,4,1,5,0,0,1,7,3,0,0,0,0,4,0
"SF1ST","OH","101",113961,"2","3","39","049","004500","5014",3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113962,"2","3","39","049","004500","5015",33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113963,"2","3","39","049","004500","5016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113964,"2","3","39","049","004500","5017",97,93,86,6,0,0,0,0,1,4,2,0,0,0,0,2,0
"SF1ST","OH","101",113965,"2","3","39","049","004500","5018",29,28,22,6,0,0,0,0,0,1,0,0,0,0,0,1,0
"SF1ST","OH","101",113966,"2","3","39","049","004500","5019",76,74,56,15,0,1,0,0,2,2,0,0,0,0,0,0,2
"SF1ST","OH","101",113967,"2","3","39","049","004500","5020",63,59,40,9,0,7,0,0,3,4,3,0,0,0,0,0,1
"SF1ST","OH","101",113968,"2","3","39","049","004500","5021",90,79,62,7,0,7,0,0,3,11,1,0,0,0,0,10,0
"SF1ST","OH","101",113969,"2","3","39","049","004500","5022",80,79,67,6,0,0,0,3,3,1,0,0,0,0,0,1,0
"SF1ST","OH","101",113970,"2","3","39","049","004500","5023",80,76,65,9,1,0,0,0,1,4,1,1,0,0,0,0,2
"SF1ST","OH","101",113971,"2","3","39","049","004500","5024",103,98,80,15,0,0,0,0,3,5,0,0,0,0,0,5,0
"SF1ST","OH","101",113972,"2","3","39","049","004500","5025",67,66,63,3,0,0,0,0,0,1,1,0,0,0,0,0,0
"SF1ST","OH","101",113973,"2","3","39","049","004500","5026",40,33,27,3,0,3,0,0,0,7,0,0,0,0,0,6,1
"SF1ST","OH","101",113974,"2","3","39","049","004500","5027",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113975,"2","3","39","049","004500","5028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113978,"2","3","39","049","004610","1000",61,58,58,0,0,0,0,0,0,3,0,0,0,0,0,3,0
"SF1ST","OH","101",113979,"2","3","39","049","004610","1001",45,45,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113980,"2","3","39","049","004610","1002",36,35,35,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SF1ST","OH","101",113981,"2","3","39","049","004610","1003",66,55,49,4,0,0,0,0,2,11,3,0,0,0,0,8,0
"SF1ST","OH","101",113982,"2","3","39","049","004610","1004",41,41,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113983,"2","3","39","049","004610","1005",60,59,57,2,0,0,0,0,0,1,0,1,0,0,0,0,0
"SF1ST","OH","101",113984,"2","3","39","049","004610","1006",71,68,56,6,1,0,0,0,5,3,3,0,0,0,0,0,0
"SF1ST","OH","101",113985,"2","3","39","049","004610","1007",56,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113986,"2","3","39","049","004610","1008",83,83,75,0,3,0,0,0,5,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113987,"2","3","39","049","004610","1009",91,89,86,3,0,0,0,0,0,2,1,1,0,0,0,0,0
"SF1ST","OH","101",113988,"2","3","39","049","004610","1010",98,92,83,5,0,1,0,0,3,6,3,0,0,0,0,2,1
"SF1ST","OH","101",113989,"2","3","39","049","004610","1011",22,22,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113990,"2","3","39","049","004610","1012",51,51,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113991,"2","3","39","049","004610","1013",79,76,74,2,0,0,0,0,0,3,3,0,0,0,0,0,0
"SF1ST","OH","101",113993,"2","3","39","049","004610","2000",85,84,79,2,0,0,0,0,3,1,1,0,0,0,0,0,0
"SF1ST","OH","101",113994,"2","3","39","049","004610","2001",52,49,38,4,0,1,0,0,6,3,2,0,0,0,0,1,0
"SF1ST","OH","101",113995,"2","3","39","049","004610","2002",114,110,90,9,0,0,0,0,11,4,0,0,0,0,0,4,0
"SF1ST","OH","101",113996,"2","3","39","049","004610","2003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113997,"2","3","39","049","004610","2004",56,56,47,5,0,0,0,0,4,0,0,0,0,0,0,0,0
"SF1ST","OH","101",113998,"2","3","39","049","004610","2005",94,92,83,6,0,3,0,0,0,2,2,0,0,0,0,0,0
"SF1ST","OH","101",113999,"2","3","39","049","004610","2006",62,58,50,4,0,0,0,3,1,4,0,0,0,0,0,4,0
"SF1ST","OH","101",114000,"2","3","39","049","004610","2007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114001,"2","3","39","049","004610","2008",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114002,"2","3","39","049","004610","2009",42,42,38,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114003,"2","3","39","049","004610","2010",61,61,50,10,0,1,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114004,"2","3","39","049","004610","2011",40,25,23,0,0,0,0,0,2,15,2,0,0,0,0,9,4
"SF1ST","OH","101",114005,"2","3","39","049","004610","2012",35,29,27,2,0,0,0,0,0,6,3,0,0,0,0,3,0
"SF1ST","OH","101",114006,"2","3","39","049","004610","2013",56,48,42,4,0,0,0,0,2,8,0,0,0,0,0,6,2
"SF1ST","OH","101",114007,"2","3","39","049","004610","2014",11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114008,"2","3","39","049","004610","2015",44,42,40,1,0,0,0,0,1,2,2,0,0,0,0,0,0
"SF1ST","OH","101",114010,"2","3","39","049","004610","3000",77,76,72,4,0,0,0,0,0,1,1,0,0,0,0,0,0
"SF1ST","OH","101",114011,"2","3","39","049","004610","3001",69,69,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114012,"2","3","39","049","004610","3002",85,81,72,5,1,2,0,0,1,4,4,0,0,0,0,0,0
"SF1ST","OH","101",114013,"2","3","39","049","004610","3003",92,76,60,10,0,0,0,0,6,16,10,0,0,0,0,0,6
"SF1ST","OH","101",114014,"2","3","39","049","004610","3004",61,61,53,6,0,0,0,1,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114015,"2","3","39","049","004610","3005",73,70,60,9,0,0,0,0,1,3,3,0,0,0,0,0,0
"SF1ST","OH","101",114016,"2","3","39","049","004610","3006",62,62,53,5,0,0,0,3,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114017,"2","3","39","049","004610","3007",80,69,61,1,0,1,0,0,6,11,0,0,0,1,0,0,10
"SF1ST","OH","101",114018,"2","3","39","049","004610","3008",68,68,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114019,"2","3","39","049","004610","3009",50,49,49,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SF1ST","OH","101",114020,"2","3","39","049","004610","3010",34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114021,"2","3","39","049","004610","3011",85,84,70,5,3,0,0,3,3,1,1,0,0,0,0,0,0
"SF1ST","OH","101",114022,"2","3","39","049","004610","3012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114023,"2","3","39","049","004610","3013",62,60,55,4,0,1,0,0,0,2,2,0,0,0,0,0,0
"SF1ST","OH","101",114025,"2","3","39","049","004610","4000",45,42,39,3,0,0,0,0,0,3,3,0,0,0,0,0,0
"SF1ST","OH","101",114026,"2","3","39","049","004610","4001",71,68,62,2,0,2,0,0,2,3,2,0,0,0,0,0,1
"SF1ST","OH","101",114027,"2","3","39","049","004610","4002",52,50,46,4,0,0,0,0,0,2,0,0,0,0,0,2,0
"SF1ST","OH","101",114028,"2","3","39","049","004610","4003",51,51,46,4,0,1,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114029,"2","3","39","049","004610","4004",69,68,56,8,0,3,0,0,1,1,1,0,0,0,0,0,0
"SF1ST","OH","101",114030,"2","3","39","049","004610","4005",37,17,13,4,0,0,0,0,0,20,0,1,0,0,0,19,0
"SF1ST","OH","101",114031,"2","3","39","049","004610","4006",79,76,71,3,0,0,0,0,2,3,1,0,0,0,0,2,0
"SF1ST","OH","101",114032,"2","3","39","049","004610","4007",105,103,92,8,0,0,0,1,2,2,0,0,0,0,0,0,2
"SF1ST","OH","101",114033,"2","3","39","049","004610","4008",53,52,52,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SF1ST","OH","101",114034,"2","3","39","049","004610","4009",44,44,32,6,0,3,0,0,3,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114035,"2","3","39","049","004610","4010",68,67,66,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"SF1ST","OH","101",114036,"2","3","39","049","004610","4011",64,60,59,1,0,0,0,0,0,4,4,0,0,0,0,0,0
"SF1ST","OH","101",114037,"2","3","39","049","004610","4012",66,66,39,7,1,15,0,0,4,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114038,"2","3","39","049","004610","4013",53,44,41,0,0,0,0,0,3,9,7,1,0,0,0,1,0
"SF1ST","OH","101",114041,"2","3","39","049","004620","1000",110,100,53,40,1,1,0,0,5,10,4,0,0,0,0,2,4
"SF1ST","OH","101",114042,"2","3","39","049","004620","1001",131,120,90,15,0,0,0,0,15,11,5,2,0,0,0,4,0
"SF1ST","OH","101",114043,"2","3","39","049","004620","1002",129,125,95,20,0,0,0,0,10,4,4,0,0,0,0,0,0
"SF1ST","OH","101",114044,"2","3","39","049","004620","1003",85,85,70,3,0,11,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114045,"2","3","39","049","004620","1004",102,90,71,18,0,0,0,0,1,12,0,4,0,0,0,5,3
"SF1ST","OH","101",114046,"2","3","39","049","004620","1005",79,79,59,14,0,2,0,0,4,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114047,"2","3","39","049","004620","1006",79,58,37,18,1,0,0,0,2,21,6,0,0,0,0,15,0
"SF1ST","OH","101",114048,"2","3","39","049","004620","1007",114,105,93,7,0,0,0,0,5,9,0,0,0,0,0,8,1
"SF1ST","OH","101",114050,"2","3","39","049","004620","2000",168,159,130,9,0,0,0,0,20,9,6,0,0,0,0,0,3
"SF1ST","OH","101",114051,"2","3","39","049","004620","2001",97,82,51,18,2,2,0,0,9,15,11,0,1,0,0,3,0
"SF1ST","OH","101",114052,"2","3","39","049","004620","2002",115,102,66,32,0,1,0,0,3,13,4,1,0,0,0,8,0
"SF1ST","OH","101",114053,"2","3","39","049","004620","2003",119,106,77,14,0,15,0,0,0,13,3,2,0,0,0,6,2
"SF1ST","OH","101",114054,"2","3","39","049","004620","2004",115,105,80,18,1,2,0,3,1,10,8,0,0,0,0,2,0
"SF1ST","OH","101",114055,"2","3","39","049","004620","2005",121,104,98,2,0,0,0,2,2,17,0,0,0,0,0,13,4
"SF1ST","OH","101",114056,"2","3","39","049","004620","2006",116,93,77,11,0,0,0,0,5,23,9,0,0,0,0,8,6
"SF1ST","OH","101",114057,"2","3","39","049","004620","2007",100,99,70,24,0,0,0,0,5,1,0,0,0,0,0,0,1
"SF1ST","OH","101",114058,"2","3","39","049","004620","2008",49,42,42,0,0,0,0,0,0,7,0,0,0,0,0,7,0
"SF1ST","OH","101",114059,"2","3","39","049","004620","2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114061,"2","3","39","049","004620","3000",110,95,62,20,0,4,0,0,9,15,0,0,0,0,0,13,2
"SF1ST","OH","101",114062,"2","3","39","049","004620","3001",48,47,32,7,0,4,0,1,3,1,0,0,0,0,0,0,1
"SF1ST","OH","101",114063,"2","3","39","049","004620","3002",48,48,44,2,0,1,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114064,"2","3","39","049","004620","3003",109,109,63,23,0,10,0,0,13,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114065,"2","3","39","049","004620","3004",71,66,50,10,1,0,0,3,2,5,5,0,0,0,0,0,0
"SF1ST","OH","101",114066,"2","3","39","049","004620","3005",47,46,34,4,3,2,0,0,3,1,1,0,0,0,0,0,0
"SF1ST","OH","101",114067,"2","3","39","049","004620","3006",92,86,66,11,0,0,0,0,9,6,3,0,0,0,0,3,0
"SF1ST","OH","101",114068,"2","3","39","049","004620","3007",157,135,111,8,1,6,0,2,7,22,7,0,0,0,0,14,1
"SF1ST","OH","101",114069,"2","3","39","049","004620","3008",148,139,111,18,2,0,0,0,8,9,3,0,0,0,0,5,1
"SF1ST","OH","101",114072,"2","3","39","049","004700","1000",181,166,75,73,2,1,0,0,15,15,2,4,0,0,0,7,2
"SF1ST","OH","101",114073,"2","3","39","049","004700","1001",154,143,69,62,0,3,0,0,9,11,5,0,0,0,0,0,6
"SF1ST","OH","101",114074,"2","3","39","049","004700","1002",115,106,59,35,0,10,0,0,2,9,2,0,0,0,0,7,0
"SF1ST","OH","101",114075,"2","3","39","049","004700","1003",55,49,21,18,1,0,0,0,9,6,0,0,0,0,0,6,0
"SF1ST","OH","101",114076,"2","3","39","049","004700","1004",50,47,10,25,1,0,0,0,11,3,0,2,0,0,0,0,1
"SF1ST","OH","101",114077,"2","3","39","049","004700","1005",54,49,19,24,0,0,0,0,6,5,0,1,0,0,0,0,4
"SF1ST","OH","101",114078,"2","3","39","049","004700","1006",48,20,10,6,0,0,0,0,4,28,6,0,0,0,0,22,0
"SF1ST","OH","101",114080,"2","3","39","049","004700","2000",128,124,49,67,0,1,0,0,7,4,4,0,0,0,0,0,0
"SF1ST","OH","101",114081,"2","3","39","049","004700","2001",138,114,46,65,0,0,0,0,3,24,8,1,0,0,0,15,0
"SF1ST","OH","101",114082,"2","3","39","049","004700","2002",72,72,34,27,0,0,0,0,11,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114083,"2","3","39","049","004700","2003",25,24,16,8,0,0,0,0,0,1,1,0,0,0,0,0,0
"SF1ST","OH","101",114084,"2","3","39","049","004700","2004",29,24,12,12,0,0,0,0,0,5,0,0,0,0,0,5,0
"SF1ST","OH","101",114085,"2","3","39","049","004700","2005",111,104,37,58,1,2,0,0,6,7,1,0,0,0,0,6,0
"SF1ST","OH","101",114086,"2","3","39","049","004700","2006",11,11,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114087,"2","3","39","049","004700","2007",78,77,19,24,0,19,0,5,10,1,0,1,0,0,0,0,0
"SF1ST","OH","101",114088,"2","3","39","049","004700","2008",83,77,40,32,2,2,0,0,1,6,0,2,0,0,0,4,0
"SF1ST","OH","101",114089,"2","3","39","049","004700","2009",31,26,6,19,0,0,0,0,1,5,0,0,0,0,0,5,0
"SF1ST","OH","101",114090,"2","3","39","049","004700","2010",50,46,11,35,0,0,0,0,0,4,0,0,0,0,0,4,0
"SF1ST","OH","101",114091,"2","3","39","049","004700","2011",55,38,20,14,0,0,0,0,4,17,3,0,0,0,0,8,6
"SF1ST","OH","101",114092,"2","3","39","049","004700","2012",28,28,8,12,0,0,0,0,8,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114093,"2","3","39","049","004700","2013",22,22,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114094,"2","3","39","049","004700","2014",112,98,49,42,0,0,0,0,7,14,0,5,0,0,0,8,1
"SF1ST","OH","101",114095,"2","3","39","049","004700","2015",88,81,42,34,0,0,0,0,5,7,7,0,0,0,0,0,0
"SF1ST","OH","101",114096,"2","3","39","049","004700","2016",42,37,23,11,0,2,0,0,1,5,3,0,0,0,0,0,2
"SF1ST","OH","101",114097,"2","3","39","049","004700","2017",33,33,8,22,0,0,0,0,3,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114098,"2","3","39","049","004700","2018",38,38,5,28,0,0,0,1,4,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114099,"2","3","39","049","004700","2019",59,59,25,32,0,2,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114101,"2","3","39","049","004700","3000",26,25,16,1,6,0,0,0,2,1,0,0,1,0,0,0,0
"SF1ST","OH","101",114102,"2","3","39","049","004700","3001",151,139,65,49,1,4,0,4,16,12,7,0,0,0,0,2,3
"SF1ST","OH","101",114103,"2","3","39","049","004700","3002",122,117,59,51,2,0,0,0,5,5,0,0,0,0,0,5,0
"SF1ST","OH","101",114104,"2","3","39","049","004700","3003",130,127,87,35,1,0,0,0,4,3,0,0,2,0,0,0,1
"SF1ST","OH","101",114105,"2","3","39","049","004700","3004",114,79,44,19,0,14,0,0,2,35,3,0,0,0,1,31,0
"SF1ST","OH","101",114106,"2","3","39","049","004700","3005",40,35,10,25,0,0,0,0,0,5,0,0,5,0,0,0,0
"SF1ST","OH","101",114107,"2","3","39","049","004700","3006",37,33,18,15,0,0,0,0,0,4,0,0,0,0,0,4,0
"SF1ST","OH","101",114108,"2","3","39","049","004700","3007",36,34,14,18,0,1,0,0,1,2,0,0,0,0,0,0,2
"SF1ST","OH","101",114109,"2","3","39","049","004700","3008",37,37,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114111,"2","3","39","049","004700","4000",103,94,42,44,0,0,0,0,8,9,2,4,0,0,0,1,2
"SF1ST","OH","101",114112,"2","3","39","049","004700","4001",90,86,40,31,0,0,0,0,15,4,0,0,0,0,0,0,4
"SF1ST","OH","101",114113,"2","3","39","049","004700","4002",104,102,65,30,0,0,0,0,7,2,0,0,0,0,0,2,0
"SF1ST","OH","101",114114,"2","3","39","049","004700","4003",70,70,46,19,0,0,0,0,5,0,0,0,0,0,0,0,0
"SF1ST","OH","101",114115,"2","3","39","049","004700","4004",106,85,59,18,0,0,0,1,7,21,7,0,0,0,0,13,1
"SF1ST","OH","101",114116,"2","3","39","049","004700","4005",157,148,98,46,0,0,0,0,4,9,1,0,0,0,0,6,2
"SF1ST","OH","101",114117,"2","3","39","049","004700","4006",102,95,29,64,0,0,0,0,2,7,1,2,0,0,0,0,4
"SF1ST","OH","101",114119,"2","3","39","049","004700","5000",105,97,56,35,3,0,0,0,3,8,6,2,0,0,0,0,0
"SF1ST","OH","101",114120,"2","3","39","049","004700","5001",136,127,75,32,6,0,0,0,14,9,8,0,0,0,0,0,1
"SF1ST","OH","101",114121,"2","3","39","049","004700","5002",105,98,75,14,1,1,0,1,6,7,0,0,0,0,0,7,0
"SF1ST","OH","101",114122,"2","3","39","049","004700","5003",103,88,81,3,0,1,2,0,1,15,0,0,0,0,0,15,0
"SF1ST","OH","101",114123,"2","3","39","049","004700","5004",76,73,65,7,0,0,0,0,1,3,0,0,0,0,0,0,3
"SF1ST","OH","101",114124,"2","3","39","049","004700","5005",93,80,24,29,0,17,0,0,10,13,7,0,0,0,0,6,0
"SF1ST","OH","101",114125,"2","3","39","049","004700","5006",103,97,70,27,0,0,0,0,0,6,2,0,0,0,0,4,0
"SF1ST","OH","101",114126,"2","3","39","049","004700","5007",102,101,80,18,0,0,0,0,3,1,0,0,0,0,0,0,1
"SF1ST","OH","101",114127,"2","3","39","049","004700","5008",123,121,97,13,0,0,0,0,11,2,0,1,0,0,0,0,1
"SF1ST","OH","101",114129,"2","3","39","049","004700","6000",113,99,75,18,0,0,0,0,6,14,0,0,0,0,0,12,2
"SF1ST","OH","101",114130,"2","3","39","049","004700","6001",104,99,68,16,0,0,0,0,15,5,4,0,0,0,0,0,1
