County,Tract,BG,Block,HT,VA,E,R,S
39059,39059977400,390599774003,390599774003062,1,2,1,1,1
39059,39059977400,390599774003,390599774003062,1,2,1,1,1
39059,39059977400,390599774003,390599774003062,1,2,1,1,2
39059,39059977400,390599774003,390599774003062,1,2,1,1,2
39059,39059977400,390599774003,390599774003063,1,1,1,1,1
39059,39059977400,390599774003,390599774003063,1,1,1,1,1
39059,39059977400,390599774003,390599774003063,1,1,1,1,1
39059,39059977400,390599774003,390599774003063,1,2,1,1,1
39059,39059977400,390599774003,390599774003063,1,2,1,1,1
39059,39059977400,390599774003,390599774003063,1,2,1,1,1
39059,39059977400,390599774003,390599774003063,1,2,1,1,1
39059,39059977400,390599774003,390599774003063,1,2,1,1,1
39059,39059977400,390599774003,390599774003063,1,2,1,1,2
39059,39059977400,390599774003,390599774003063,1,2,1,1,2
39059,39059977400,390599774003,390599774003063,1,2,1,1,2
39059,39059977400,390599774003,390599774003063,1,2,1,1,2
39059,39059977400,390599774003,390599774003063,1,2,1,1,2
39059,39059977400,390599774003,390599774003063,1,2,1,1,2
39059,39059977400,390599774003,390599774003064,1,1,1,1,1
39059,39059977400,390599774003,390599774003064,1,1,1,1,1
39059,39059977400,390599774003,390599774003064,1,2,1,1,1
39059,39059977400,390599774003,390599774003064,1,2,1,1,2
39059,39059977400,390599774003,390599774003064,1,2,1,1,2
39059,39059977400,390599774003,390599774003064,1,2,1,1,2
39059,39059977400,390599774003,390599774003065,1,2,1,1,1
39059,39059977400,390599774003,390599774003065,1,2,1,1,1
39059,39059977400,390599774003,390599774003065,1,2,1,1,1
39059,39059977400,390599774003,390599774003065,1,2,1,1,1
39059,39059977400,390599774003,390599774003065,1,2,1,1,2
39059,39059977400,390599774003,390599774003066,1,2,1,1,1
39059,39059977400,390599774003,390599774003066,1,2,1,1,1
39059,39059977400,390599774003,390599774003066,1,2,1,1,1
39059,39059977400,390599774003,390599774003066,1,2,1,1,1
39059,39059977400,390599774003,390599774003066,1,2,1,1,2
39059,39059977400,390599774003,390599774003067,1,1,1,1,1
39059,39059977400,390599774003,390599774003067,1,1,1,1,2
39059,39059977400,390599774003,390599774003067,1,2,1,1,1
39059,39059977400,390599774003,390599774003067,1,2,1,1,1
39059,39059977400,390599774003,390599774003067,1,2,1,1,2
39059,39059977400,390599774003,390599774003067,1,2,1,1,2
39059,39059977400,390599774003,390599774003067,1,2,1,2,2
39059,39059977400,390599774003,390599774003068,1,1,1,2,1
39059,39059977400,390599774003,390599774003068,1,1,1,2,1
39059,39059977400,390599774003,390599774003068,1,1,1,2,2
39059,39059977400,390599774003,390599774003068,1,2,1,1,1
39059,39059977400,390599774003,390599774003068,1,2,1,2,2
39059,39059977400,390599774003,390599774003068,1,2,1,2,2
39059,39059977400,390599774003,390599774003068,1,2,1,8,1
39059,39059977400,390599774003,390599774003069,1,1,1,1,1
39059,39059977400,390599774003,390599774003069,1,1,1,1,1
39059,39059977400,390599774003,390599774003069,1,1,1,1,1
39059,39059977400,390599774003,390599774003069,1,1,1,1,1
39059,39059977400,390599774003,390599774003069,1,1,1,1,2
39059,39059977400,390599774003,390599774003069,1,1,1,1,2
39059,39059977400,390599774003,390599774003069,1,1,1,6,2
39059,39059977400,390599774003,390599774003069,1,2,1,1,1
39059,39059977400,390599774003,390599774003069,1,2,1,1,2
39059,39059977400,390599774003,390599774003069,1,2,1,1,2
39059,39059977400,390599774003,390599774003069,1,2,1,6,1
39059,39059977400,390599774003,390599774003070,1,1,1,1,2
39059,39059977400,390599774003,390599774003070,1,1,1,1,2
39059,39059977400,390599774003,390599774003070,1,2,1,1,1
39059,39059977400,390599774003,390599774003070,1,2,1,1,2
39059,39059977400,390599774003,390599774003070,1,2,1,1,2
39059,39059977400,390599774003,390599774003070,1,2,1,1,2
39059,39059977400,390599774003,390599774003070,1,2,1,22,2
39059,39059977400,390599774003,390599774003071,1,1,1,1,1
39059,39059977400,390599774003,390599774003071,1,1,1,1,2
39059,39059977400,390599774003,390599774003071,1,2,1,1,1
39059,39059977400,390599774003,390599774003071,1,2,1,1,2
39059,39059977400,390599774003,390599774003071,1,2,1,1,2
39059,39059977400,390599774003,390599774003072,1,2,1,1,1
39059,39059977400,390599774003,390599774003072,1,2,1,1,2
39059,39059977400,390599774003,390599774003073,1,1,1,1,1
39059,39059977400,390599774003,390599774003073,1,1,1,1,2
39059,39059977400,390599774003,390599774003073,1,1,1,1,2
39059,39059977400,390599774003,390599774003073,1,2,1,1,2
39059,39059977400,390599774003,390599774003073,1,2,1,1,2
39059,39059977400,390599774003,390599774003073,1,2,1,2,1
39059,39059977400,390599774003,390599774003073,1,2,1,2,2
39059,39059977400,390599774003,390599774003073,1,2,1,2,2
39059,39059977400,390599774003,390599774003074,1,1,1,1,1
39059,39059977400,390599774003,390599774003074,1,1,1,1,1
39059,39059977400,390599774003,390599774003074,1,1,1,1,1
39059,39059977400,390599774003,390599774003074,1,1,1,1,2
39059,39059977400,390599774003,390599774003074,1,1,1,1,2
39059,39059977400,390599774003,390599774003074,1,1,1,1,2
39059,39059977400,390599774003,390599774003074,1,1,1,1,2
39059,39059977400,390599774003,390599774003074,1,1,1,1,2
39059,39059977400,390599774003,390599774003074,1,1,1,1,2
39059,39059977400,390599774003,390599774003074,1,2,1,1,1
39059,39059977400,390599774003,390599774003074,1,2,1,1,1
39059,39059977400,390599774003,390599774003074,1,2,1,1,1
39059,39059977400,390599774003,390599774003074,1,2,1,1,1
39059,39059977400,390599774003,390599774003074,1,2,1,1,1
39059,39059977400,390599774003,390599774003074,1,2,1,1,1
39059,39059977400,390599774003,390599774003074,1,2,1,1,1
39059,39059977400,390599774003,390599774003074,1,2,1,1,1
39059,39059977400,390599774003,390599774003074,1,2,1,1,1
39059,39059977400,390599774003,390599774003074,1,2,1,1,1
39059,39059977400,390599774003,390599774003074,1,2,1,1,2
39059,39059977400,390599774003,390599774003074,1,2,1,1,2
39059,39059977400,390599774003,390599774003074,1,2,1,1,2
39059,39059977400,390599774003,390599774003074,1,2,1,1,2
39059,39059977400,390599774003,390599774003074,1,2,1,1,2
39059,39059977400,390599774003,390599774003074,1,2,1,1,2
39059,39059977400,390599774003,390599774003074,1,2,1,1,2
39059,39059977400,390599774003,390599774003074,1,2,1,1,2
39059,39059977400,390599774003,390599774003074,1,2,1,1,2
39059,39059977400,390599774003,390599774003074,1,2,1,2,1
39059,39059977400,390599774003,390599774003074,1,2,1,2,2
39059,39059977400,390599774003,390599774003075,1,2,1,1,1
39059,39059977400,390599774003,390599774003075,1,2,1,1,2
39059,39059977400,390599774003,390599774003076,1,1,1,1,1
39059,39059977400,390599774003,390599774003076,1,1,1,1,1
39059,39059977400,390599774003,390599774003076,1,1,1,1,2
39059,39059977400,390599774003,390599774003076,1,1,1,1,2
39059,39059977400,390599774003,390599774003076,1,1,1,7,2
39059,39059977400,390599774003,390599774003076,1,2,1,1,1
39059,39059977400,390599774003,390599774003076,1,2,1,1,1
39059,39059977400,390599774003,390599774003076,1,2,1,1,2
39059,39059977400,390599774003,390599774003076,1,2,1,1,2
39059,39059977400,390599774003,390599774003076,1,2,1,2,1
39059,39059977400,390599774003,390599774003077,1,1,1,1,1
39059,39059977400,390599774003,390599774003077,1,2,1,1,1
39059,39059977400,390599774003,390599774003077,1,2,1,1,1
39059,39059977400,390599774003,390599774003077,1,2,1,1,1
39059,39059977400,390599774003,390599774003077,1,2,1,1,2
39059,39059977400,390599774003,390599774003077,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,1,1,1,1
39059,39059977400,390599774003,390599774003078,1,1,1,1,1
39059,39059977400,390599774003,390599774003078,1,1,1,1,1
39059,39059977400,390599774003,390599774003078,1,1,1,1,1
39059,39059977400,390599774003,390599774003078,1,1,1,1,1
39059,39059977400,390599774003,390599774003078,1,1,1,1,1
39059,39059977400,390599774003,390599774003078,1,1,1,1,2
39059,39059977400,390599774003,390599774003078,1,1,1,1,2
39059,39059977400,390599774003,390599774003078,1,1,1,1,2
39059,39059977400,390599774003,390599774003078,1,1,1,1,2
39059,39059977400,390599774003,390599774003078,1,1,1,1,2
39059,39059977400,390599774003,390599774003078,1,1,1,1,2
39059,39059977400,390599774003,390599774003078,1,1,2,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,1
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,1,2
39059,39059977400,390599774003,390599774003078,1,2,1,2,1
39059,39059977400,390599774003,390599774003078,1,2,1,2,1
39059,39059977400,390599774003,390599774003078,1,2,1,8,1
39059,39059977400,390599774003,390599774003078,1,2,2,18,1
39059,39059977400,390599774003,390599774003080,1,1,1,1,1
39059,39059977400,390599774003,390599774003080,1,1,1,1,1
39059,39059977400,390599774003,390599774003080,1,1,1,1,1
39059,39059977400,390599774003,390599774003080,1,1,1,1,1
39059,39059977400,390599774003,390599774003080,1,1,1,1,1
39059,39059977400,390599774003,390599774003080,1,1,1,1,2
39059,39059977400,390599774003,390599774003080,1,1,1,1,2
39059,39059977400,390599774003,390599774003080,1,2,1,1,1
39059,39059977400,390599774003,390599774003080,1,2,1,1,1
39059,39059977400,390599774003,390599774003080,1,2,1,1,1
39059,39059977400,390599774003,390599774003080,1,2,1,1,2
39059,39059977400,390599774003,390599774003080,1,2,1,1,2
39059,39059977400,390599774003,390599774003080,1,2,1,1,2
39059,39059977400,390599774003,390599774003080,1,2,1,2,1
39059,39059977400,390599774003,390599774003080,1,2,1,7,1
39059,39059977400,390599774003,390599774003081,1,1,1,2,1
39059,39059977400,390599774003,390599774003081,1,1,1,2,1
39059,39059977400,390599774003,390599774003081,1,2,1,2,1
39059,39059977400,390599774003,390599774003081,1,2,1,2,2
39059,39059977400,390599774003,390599774003082,1,1,1,7,2
39059,39059977400,390599774003,390599774003082,1,2,1,1,1
39059,39059977400,390599774003,390599774003082,1,2,1,1,2
39059,39059977400,390599774003,390599774003082,1,2,1,1,2
39059,39059977400,390599774003,390599774003083,1,1,1,7,1
39059,39059977400,390599774003,390599774003083,1,2,1,1,1
39059,39059977400,390599774003,390599774003083,1,2,1,1,2
39059,39059977400,390599774003,390599774003083,1,2,1,1,2
39059,39059977400,390599774003,390599774003083,1,2,1,7,1
39059,39059977400,390599774003,390599774003084,1,1,1,1,1
39059,39059977400,390599774003,390599774003084,1,1,1,1,1
39059,39059977400,390599774003,390599774003084,1,1,1,1,2
39059,39059977400,390599774003,390599774003084,1,1,1,1,2
39059,39059977400,390599774003,390599774003084,1,1,1,1,2
39059,39059977400,390599774003,390599774003084,1,1,1,1,2
39059,39059977400,390599774003,390599774003084,1,2,1,1,1
39059,39059977400,390599774003,390599774003084,1,2,1,1,1
39059,39059977400,390599774003,390599774003084,1,2,1,1,1
39059,39059977400,390599774003,390599774003084,1,2,1,1,2
39059,39059977400,390599774003,390599774003084,1,2,1,1,2
39059,39059977400,390599774003,390599774003084,1,2,1,1,2
39059,39059977400,390599774003,390599774003084,1,2,1,1,2
39059,39059977400,390599774003,390599774003084,1,2,1,1,2
39059,39059977400,390599774003,390599774003084,1,2,1,1,2
39059,39059977400,390599774003,390599774003088,1,1,1,1,2
39059,39059977400,390599774003,390599774003088,1,1,1,1,2
39059,39059977400,390599774003,390599774003088,1,1,1,1,2
39059,39059977400,390599774003,390599774003088,1,2,1,1,1
39059,39059977400,390599774003,390599774003088,1,2,1,1,2
39059,39059977400,390599774003,390599774003088,1,2,1,2,2
39059,39059977400,390599774003,390599774003089,1,2,1,1,1
39059,39059977400,390599774003,390599774003093,1,1,1,1,1
39059,39059977400,390599774003,390599774003093,1,1,1,1,1
39059,39059977400,390599774003,390599774003093,1,1,1,1,1
39059,39059977400,390599774003,390599774003093,1,1,1,1,2
39059,39059977400,390599774003,390599774003093,1,1,1,2,1
39059,39059977400,390599774003,390599774003093,1,1,1,7,2
39059,39059977400,390599774003,390599774003093,1,2,1,1,1
39059,39059977400,390599774003,390599774003093,1,2,1,1,2
39059,39059977400,390599774003,390599774003093,1,2,1,1,2
39059,39059977400,390599774003,390599774003093,1,2,1,2,1
39059,39059977400,390599774003,390599774003093,1,2,1,2,2
39059,39059977400,390599774003,390599774003095,1,2,1,1,1
39059,39059977400,390599774003,390599774003095,1,2,1,1,1
39059,39059977400,390599774003,390599774003095,1,2,1,1,1
39059,39059977400,390599774003,390599774003095,1,2,1,1,2
39059,39059977400,390599774003,390599774003095,1,2,1,1,2
39059,39059977400,390599774003,390599774003095,1,2,1,1,2
39059,39059977400,390599774003,390599774003096,1,1,1,1,2
39059,39059977400,390599774003,390599774003096,1,2,1,1,1
39059,39059977400,390599774003,390599774003096,1,2,1,1,1
39059,39059977400,390599774003,390599774003096,1,2,1,1,1
39059,39059977400,390599774003,390599774003096,1,2,1,1,1
39059,39059977400,390599774003,390599774003096,1,2,1,1,1
39059,39059977400,390599774003,390599774003096,1,2,1,1,1
39059,39059977400,390599774003,390599774003096,1,2,1,1,2
39059,39059977400,390599774003,390599774003096,1,2,1,1,2
39059,39059977400,390599774003,390599774003096,1,2,1,1,2
39059,39059977400,390599774003,390599774003096,1,2,1,1,2
39059,39059977400,390599774003,390599774003096,1,2,1,1,2
39059,39059977400,390599774003,390599774003096,1,2,1,1,2
39059,39059977400,390599774003,390599774003096,1,2,1,2,1
39059,39059977400,390599774003,390599774003096,1,2,1,2,2
39059,39059977400,390599774003,390599774003097,1,1,1,1,1
39059,39059977400,390599774003,390599774003097,1,1,1,1,1
39059,39059977400,390599774003,390599774003097,1,1,1,1,1
39059,39059977400,390599774003,390599774003097,1,1,1,1,2
39059,39059977400,390599774003,390599774003097,1,1,1,1,2
39059,39059977400,390599774003,390599774003097,1,1,1,1,2
39059,39059977400,390599774003,390599774003097,1,2,1,1,1
39059,39059977400,390599774003,390599774003097,1,2,1,1,1
39059,39059977400,390599774003,390599774003097,1,2,1,1,1
39059,39059977400,390599774003,390599774003097,1,2,1,1,1
39059,39059977400,390599774003,390599774003097,1,2,1,1,1
39059,39059977400,390599774003,390599774003097,1,2,1,1,2
39059,39059977400,390599774003,390599774003097,1,2,1,1,2
39059,39059977400,390599774003,390599774003097,1,2,1,1,2
39059,39059977400,390599774003,390599774003097,1,2,1,1,2
39059,39059977400,390599774003,390599774003097,1,2,1,1,2
39059,39059977400,390599774003,390599774003098,1,1,1,1,1
39059,39059977400,390599774003,390599774003098,1,1,1,1,1
39059,39059977400,390599774003,390599774003098,1,1,1,1,1
39059,39059977400,390599774003,390599774003098,1,1,1,1,2
39059,39059977400,390599774003,390599774003098,1,1,1,1,2
39059,39059977400,390599774003,390599774003098,1,2,1,1,1
39059,39059977400,390599774003,390599774003098,1,2,1,1,1
39059,39059977400,390599774003,390599774003098,1,2,1,1,1
39059,39059977400,390599774003,390599774003098,1,2,1,1,1
39059,39059977400,390599774003,390599774003098,1,2,1,1,1
39059,39059977400,390599774003,390599774003098,1,2,1,1,2
39059,39059977400,390599774003,390599774003098,1,2,1,1,2
39059,39059977400,390599774003,390599774003098,1,2,1,1,2
39059,39059977400,390599774003,390599774003098,1,2,1,1,2
39059,39059977400,390599774003,390599774003098,1,2,1,1,2
39059,39059977400,390599774003,390599774003098,1,2,1,1,2
39059,39059977500,390599775001,390599775001000,1,1,1,1,1
39059,39059977500,390599775001,390599775001000,1,2,1,1,1
39059,39059977500,390599775001,390599775001000,1,2,1,1,1
39059,39059977500,390599775001,390599775001000,1,2,1,1,1
39059,39059977500,390599775001,390599775001000,1,2,1,1,1
39059,39059977500,390599775001,390599775001000,1,2,1,1,1
39059,39059977500,390599775001,390599775001000,1,2,1,1,1
39059,39059977500,390599775001,390599775001000,1,2,1,1,2
39059,39059977500,390599775001,390599775001000,1,2,1,1,2
39059,39059977500,390599775001,390599775001000,1,2,1,1,2
39059,39059977500,390599775001,390599775001000,1,2,1,1,2
39059,39059977500,390599775001,390599775001000,1,2,1,1,2
39059,39059977500,390599775001,390599775001000,1,2,1,1,2
39059,39059977500,390599775001,390599775001000,1,2,1,1,2
39059,39059977500,390599775001,390599775001000,1,2,1,1,2
39059,39059977500,390599775001,390599775001001,1,1,1,1,1
39059,39059977500,390599775001,390599775001001,1,1,1,1,2
39059,39059977500,390599775001,390599775001001,1,2,1,1,1
39059,39059977500,390599775001,390599775001001,1,2,1,1,1
39059,39059977500,390599775001,390599775001001,1,2,1,1,1
39059,39059977500,390599775001,390599775001001,1,2,1,1,1
39059,39059977500,390599775001,390599775001001,1,2,1,1,1
39059,39059977500,390599775001,390599775001001,1,2,1,1,1
39059,39059977500,390599775001,390599775001001,1,2,1,1,1
39059,39059977500,390599775001,390599775001001,1,2,1,1,1
39059,39059977500,390599775001,390599775001001,1,2,1,1,1
39059,39059977500,390599775001,390599775001001,1,2,1,1,1
39059,39059977500,390599775001,390599775001001,1,2,1,1,2
39059,39059977500,390599775001,390599775001001,1,2,1,1,2
39059,39059977500,390599775001,390599775001001,1,2,1,1,2
39059,39059977500,390599775001,390599775001001,1,2,1,1,2
39059,39059977500,390599775001,390599775001001,1,2,1,1,2
39059,39059977500,390599775001,390599775001001,1,2,1,1,2
39059,39059977500,390599775001,390599775001001,1,2,1,1,2
39059,39059977500,390599775001,390599775001001,1,2,1,1,2
39059,39059977500,390599775001,390599775001001,1,2,1,1,2
39059,39059977500,390599775001,390599775001001,1,2,1,1,2
39059,39059977500,390599775001,390599775001001,1,2,1,1,2
39059,39059977500,390599775001,390599775001001,1,2,1,1,2
39059,39059977500,390599775001,390599775001001,1,2,1,1,2
39059,39059977500,390599775001,390599775001001,1,2,1,1,2
39059,39059977500,390599775001,390599775001001,1,2,1,1,2
39059,39059977500,390599775001,390599775001001,1,2,1,2,1
39059,39059977500,390599775001,390599775001001,1,2,1,8,1
39059,39059977500,390599775001,390599775001002,1,2,1,1,2
39059,39059977500,390599775001,390599775001003,1,2,1,1,1
39059,39059977500,390599775001,390599775001003,1,2,1,1,1
39059,39059977500,390599775001,390599775001003,1,2,1,1,1
39059,39059977500,390599775001,390599775001003,1,2,1,1,1
39059,39059977500,390599775001,390599775001003,1,2,1,1,2
39059,39059977500,390599775001,390599775001003,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,1,1,1,1
39059,39059977500,390599775001,390599775001004,1,1,1,1,1
39059,39059977500,390599775001,390599775001004,1,1,1,1,1
39059,39059977500,390599775001,390599775001004,1,1,1,1,1
39059,39059977500,390599775001,390599775001004,1,1,1,1,1
39059,39059977500,390599775001,390599775001004,1,1,1,1,1
39059,39059977500,390599775001,390599775001004,1,1,1,1,1
39059,39059977500,390599775001,390599775001004,1,1,1,1,1
39059,39059977500,390599775001,390599775001004,1,1,1,1,1
39059,39059977500,390599775001,390599775001004,1,1,1,1,1
39059,39059977500,390599775001,390599775001004,1,1,1,1,2
39059,39059977500,390599775001,390599775001004,1,1,1,1,2
39059,39059977500,390599775001,390599775001004,1,1,1,1,2
39059,39059977500,390599775001,390599775001004,1,1,1,1,2
39059,39059977500,390599775001,390599775001004,1,1,1,1,2
39059,39059977500,390599775001,390599775001004,1,1,1,1,2
39059,39059977500,390599775001,390599775001004,1,1,1,1,2
39059,39059977500,390599775001,390599775001004,1,1,1,2,2
39059,39059977500,390599775001,390599775001004,1,1,1,2,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,1
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,1,2
39059,39059977500,390599775001,390599775001004,1,2,1,2,2
39059,39059977500,390599775001,390599775001004,1,2,1,7,2
39059,39059977500,390599775001,390599775001005,1,1,1,1,1
39059,39059977500,390599775001,390599775001005,1,1,1,1,1
39059,39059977500,390599775001,390599775001005,1,1,1,1,2
39059,39059977500,390599775001,390599775001005,1,1,1,1,2
39059,39059977500,390599775001,390599775001005,1,2,1,1,1
39059,39059977500,390599775001,390599775001005,1,2,1,1,2
39059,39059977500,390599775001,390599775001005,1,2,1,1,2
39059,39059977500,390599775001,390599775001006,1,1,1,1,2
39059,39059977500,390599775001,390599775001006,1,1,1,1,2
39059,39059977500,390599775001,390599775001006,1,1,1,7,2
39059,39059977500,390599775001,390599775001006,1,1,1,7,2
39059,39059977500,390599775001,390599775001006,1,2,1,1,1
39059,39059977500,390599775001,390599775001006,1,2,1,1,1
39059,39059977500,390599775001,390599775001006,1,2,1,1,1
39059,39059977500,390599775001,390599775001006,1,2,1,1,1
39059,39059977500,390599775001,390599775001006,1,2,1,1,2
39059,39059977500,390599775001,390599775001006,1,2,1,1,2
39059,39059977500,390599775001,390599775001006,1,2,1,1,2
39059,39059977500,390599775001,390599775001006,1,2,1,1,2
39059,39059977500,390599775001,390599775001006,1,2,1,1,2
39059,39059977500,390599775001,390599775001006,1,2,1,1,2
39059,39059977500,390599775001,390599775001006,1,2,1,1,2
39059,39059977500,390599775001,390599775001006,1,2,1,1,2
39059,39059977500,390599775001,390599775001006,1,2,1,2,1
39059,39059977500,390599775001,390599775001007,1,2,1,1,1
39059,39059977500,390599775001,390599775001007,1,2,1,1,1
39059,39059977500,390599775001,390599775001007,1,2,1,1,1
39059,39059977500,390599775001,390599775001007,1,2,1,1,1
39059,39059977500,390599775001,390599775001007,1,2,1,1,1
39059,39059977500,390599775001,390599775001007,1,2,1,1,2
39059,39059977500,390599775001,390599775001007,1,2,1,1,2
39059,39059977500,390599775001,390599775001007,1,2,1,1,2
39059,39059977500,390599775001,390599775001007,1,2,1,1,2
39059,39059977500,390599775001,390599775001007,1,2,1,1,2
39059,39059977500,390599775001,390599775001007,1,2,1,1,2
39059,39059977500,390599775001,390599775001007,1,2,1,1,2
39059,39059977500,390599775001,390599775001007,1,2,1,7,1
39059,39059977500,390599775001,390599775001008,1,1,1,1,1
39059,39059977500,390599775001,390599775001008,1,1,1,1,1
39059,39059977500,390599775001,390599775001008,1,1,1,1,1
39059,39059977500,390599775001,390599775001008,1,1,1,1,2
